SECTOR,AFECTACION,GEOMETRY
Villa Crespo,Mayor anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.449359,-34.599889|||-58.449157,-34.599959|||-58.448721,-34.600432|||-58.448669,-34.600484|||-58.44836,-34.600279|||-58.448316,-34.600233|||-58.448182,-34.600281|||-58.448276,-34.600343|||-58.448598,-34.600556|||-58.448524,-34.600635|||-58.447951,-34.601269|||-58.447633,-34.601624|||-58.447465,-34.601516|||-58.446436,-34.600862|||-58.44631,-34.600906|||-58.446381,-34.600947|||-58.446573,-34.601084|||-58.446691,-34.601154|||-58.447469,-34.601637|||-58.447659,-34.601756|||-58.448064,-34.601313|||-58.448579,-34.600737|||-58.448834,-34.600463|||-58.449359,-34.599889</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Crespo,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.455447,-34.601615|||-58.455534,-34.60168|||-58.455718,-34.601475|||-58.455871,-34.601313|||-58.455987,-34.601185|||-58.456269,-34.600882|||-58.456182,-34.600821|||-58.456125,-34.600874|||-58.456055,-34.600835|||-58.455572,-34.600478|||-58.455296,-34.600276|||-58.454744,-34.599873|||-58.454321,-34.599563|||-58.454272,-34.599623|||-58.455187,-34.600291|||-58.455504,-34.600526|||-58.456066,-34.60094|||-58.45586,-34.601166|||-58.455622,-34.601425|||-58.455447,-34.601615</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Crespo,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.455623,-34.605148|||-58.454051,-34.60556|||-58.453702,-34.605646|||-58.453256,-34.605747|||-58.453055,-34.605813|||-58.452287,-34.606016|||-58.451997,-34.60609|||-58.451548,-34.605781|||-58.451322,-34.606046|||-58.451052,-34.606338|||-58.451344,-34.606258|||-58.45132,-34.606194|||-58.451576,-34.605922|||-58.451832,-34.606094|||-58.451822,-34.606138|||-58.451757,-34.606155|||-58.451347,-34.606259|||-58.451032,-34.606344|||-58.450731,-34.606421|||-58.450949,-34.606526|||-58.451309,-34.60643|||-58.452177,-34.606209|||-58.452488,-34.606131|||-58.45255,-34.606114|||-58.452586,-34.606158|||-58.452565,-34.60621|||-58.452406,-34.606357|||-58.452369,-34.606355|||-58.452179,-34.60621|||-58.452061,-34.606238|||-58.452303,-34.606399|||-58.452317,-34.606437|||-58.452223,-34.606522|||-58.451679,-34.607017|||-58.451776,-34.607072|||-58.452336,-34.606555|||-58.452933,-34.606014|||-58.453019,-34.605991|||-58.453992,-34.605735|||-58.454362,-34.605639|||-58.455099,-34.605447|||-58.455802,-34.605265|||-58.455623,-34.605148</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Belgrano,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.451981,-34.557757|||-58.451788,-34.55764|||-58.451502,-34.557475|||-58.451863,-34.55727|||-58.4526,-34.556836|||-58.452414,-34.556704|||-58.451754,-34.55709|||-58.451137,-34.557445|||-58.450605,-34.557751|||-58.449964,-34.558126|||-58.450156,-34.558236|||-58.450418,-34.558389|||-58.450651,-34.558589|||-58.451435,-34.559057|||-58.451794,-34.559269|||-58.452048,-34.559222|||-58.451822,-34.559087|||-58.451352,-34.558807|||-58.450975,-34.558581|||-58.450273,-34.558162|||-58.45021,-34.558124|||-58.450714,-34.557853|||-58.451389,-34.557494|||-58.451722,-34.55769|||-58.451931,-34.557817|||-58.451981,-34.557757</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Belgrano,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.452483,-34.555329|||-58.452411,-34.555288|||-58.451869,-34.555927|||-58.45166,-34.556169|||-58.451729,-34.556209|||-58.451964,-34.555937|||-58.452483,-34.555329</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Saavedra,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.484268,-34.547622|||-58.484373,-34.547678|||-58.48457,-34.54778|||-58.484818,-34.547911|||-58.485047,-34.548029|||-58.485112,-34.548066|||-58.485075,-34.548116|||-58.484936,-34.548302|||-58.484804,-34.548475|||-58.484919,-34.548503|||-58.485078,-34.548295|||-58.485222,-34.548105|||-58.485257,-34.548057|||-58.48511,-34.547978|||-58.484911,-34.547873|||-58.48464,-34.547731|||-58.484425,-34.547618|||-58.484317,-34.547561|||-58.484268,-34.547622</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Belgrano,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.458224,-34.560058|||-58.45748,-34.559619|||-58.457209,-34.559457|||-58.456534,-34.55906|||-58.456304,-34.558922|||-58.456114,-34.558811|||-58.45588,-34.558672|||-58.455782,-34.558613|||-58.455743,-34.55859|||-58.455708,-34.55857|||-58.455676,-34.55855|||-58.455629,-34.558523|||-58.455599,-34.558505|||-58.455473,-34.558432|||-58.455421,-34.558486|||-58.455484,-34.558524|||-58.455572,-34.558578|||-58.455634,-34.558615|||-58.455681,-34.558643|||-58.455718,-34.558664|||-58.45576,-34.558689|||-58.455853,-34.558743|||-58.456035,-34.55885|||-58.456259,-34.558984|||-58.456462,-34.559104|||-58.457152,-34.559511|||-58.457181,-34.559528|||-58.457251,-34.559572|||-58.457086,-34.559764|||-58.456903,-34.559975|||-58.456624,-34.5603|||-58.456498,-34.560445|||-58.456571,-34.560489|||-58.456716,-34.560317|||-58.456989,-34.56|||-58.45719,-34.559764|||-58.457322,-34.559615|||-58.45741,-34.559664|||-58.458175,-34.560116|||-58.458225,-34.560058|||-58.458224,-34.560058</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Belgrano,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.4554,-34.557077|||-58.455337,-34.55704|||-58.455298,-34.557082|||-58.455116,-34.557295|||-58.454968,-34.557467|||-58.454809,-34.557654|||-58.454712,-34.557766|||-58.45459,-34.557908|||-58.454515,-34.557862|||-58.454231,-34.557695|||-58.453903,-34.5575|||-58.453758,-34.557414|||-58.45371,-34.557473|||-58.453854,-34.557559|||-58.454205,-34.557766|||-58.454478,-34.557928|||-58.454595,-34.558|||-58.454662,-34.557925|||-58.454787,-34.557778|||-58.454865,-34.557689|||-58.455029,-34.557499|||-58.455199,-34.557302|||-58.455364,-34.557112|||-58.4554,-34.557077</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Belgrano,Mayor anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.45449,-34.556445|||-58.453703,-34.555966|||-58.453567,-34.555884|||-58.453939,-34.555451|||-58.453846,-34.555396|||-58.453476,-34.555831|||-58.453368,-34.555768|||-58.45304,-34.555573|||-58.452558,-34.555287|||-58.451957,-34.554932|||-58.451453,-34.554635|||-58.451372,-34.554588|||-58.451321,-34.554653|||-58.451385,-34.554684|||-58.451831,-34.554947|||-58.452353,-34.555254|||-58.452546,-34.555366|||-58.453053,-34.555669|||-58.453607,-34.556002|||-58.45389,-34.556178|||-58.45389,-34.556178|||-58.453891,-34.556178|||-58.453893,-34.556179|||-58.453892,-34.556179|||-58.453895,-34.556181|||-58.453934,-34.556205|||-58.454336,-34.556441|||-58.454438,-34.556502|||-58.454158,-34.556831|||-58.453727,-34.557331|||-58.453689,-34.557372|||-58.453308,-34.557147|||-58.453134,-34.557047|||-58.453369,-34.556779|||-58.453656,-34.556446|||-58.453846,-34.556229|||-58.453862,-34.556216|||-58.453894,-34.556181|||-58.453892,-34.556179|||-58.453891,-34.556178|||-58.45389,-34.556178|||-58.45389,-34.556178|||-58.453833,-34.556143|||-58.453807,-34.556157|||-58.4536,-34.556394|||-58.453312,-34.556726|||-58.453069,-34.557008|||-58.452964,-34.556948|||-58.45267,-34.556771|||-58.452608,-34.556822|||-58.452676,-34.556862|||-58.452705,-34.556879|||-58.452731,-34.556895|||-58.452452,-34.557217|||-58.452129,-34.55759|||-58.451833,-34.557928|||-58.45143,-34.55839|||-58.451163,-34.558693|||-58.451255,-34.55875|||-58.45151,-34.558452|||-58.451968,-34.557924|||-58.4521,-34.55778|||-58.452275,-34.557578|||-58.452558,-34.557251|||-58.452815,-34.556951|||-58.452869,-34.556983|||-58.45324,-34.557205|||-58.453631,-34.557437|||-58.453242,-34.557892|||-58.452893,-34.558299|||-58.452965,-34.558341|||-58.453282,-34.557971|||-58.453678,-34.557511|||-58.45378,-34.557388|||-58.454192,-34.556913|||-58.454509,-34.556545|||-58.455598,-34.557196|||-58.456162,-34.557529|||-58.456221,-34.557566|||-58.455871,-34.557973|||-58.455474,-34.558431|||-58.455539,-34.558469|||-58.455952,-34.557991|||-58.456291,-34.557605|||-58.45638,-34.557657|||-58.457067,-34.558066|||-58.457124,-34.558101|||-58.457031,-34.558218|||-58.456862,-34.558412|||-58.45676,-34.558529|||-58.4566,-34.558715|||-58.456379,-34.558967|||-58.456449,-34.559008|||-58.456733,-34.55868|||-58.456943,-34.558441|||-58.457126,-34.558229|||-58.457201,-34.558145|||-58.457306,-34.558207|||-58.45805,-34.558648|||-58.457639,-34.559118|||-58.457299,-34.559509|||-58.457371,-34.559554|||-58.457788,-34.559076|||-58.458116,-34.558687|||-58.458127,-34.558694|||-58.458182,-34.55864|||-58.458169,-34.558631|||-58.458382,-34.558388|||-58.458916,-34.557758|||-58.458846,-34.557716|||-58.458308,-34.558344|||-58.458094,-34.558586|||-58.457251,-34.558086|||-58.457391,-34.557923|||-58.457748,-34.557513|||-58.457957,-34.557271|||-58.458135,-34.557082|||-58.458607,-34.556539|||-58.458813,-34.556302|||-58.458719,-34.556247|||-58.458503,-34.556503|||-58.458081,-34.556994|||-58.458003,-34.557081|||-58.457174,-34.55659|||-58.457097,-34.556677|||-58.457097,-34.556677|||-58.457931,-34.557172|||-58.45788,-34.557236|||-58.457656,-34.557499|||-58.457315,-34.557891|||-58.457181,-34.558044|||-58.456341,-34.557544|||-58.45672,-34.557111|||-58.457055,-34.556724|||-58.457097,-34.556677|||-58.457096,-34.556677|||-58.457097,-34.556677|||-58.457174,-34.55659|||-58.457174,-34.55659|||-58.457213,-34.556547|||-58.457456,-34.556267|||-58.457848,-34.555813|||-58.457956,-34.555693|||-58.457765,-34.555585|||-58.457532,-34.555452|||-58.457042,-34.555173|||-58.457145,-34.555055|||-58.457457,-34.554694|||-58.457902,-34.554177|||-58.458337,-34.553671|||-58.458536,-34.55344|||-58.458849,-34.553604|||-58.459305,-34.553845|||-58.459395,-34.553896|||-58.459467,-34.553814|||-58.459346,-34.553755|||-58.45889,-34.553516|||-58.458601,-34.553364|||-58.458682,-34.55327|||-58.459121,-34.552764|||-58.459193,-34.552685|||-58.459423,-34.55247|||-58.459618,-34.552287|||-58.460042,-34.551888|||-58.460475,-34.551482|||-58.460399,-34.551445|||-58.460003,-34.55182|||-58.459509,-34.552278|||-58.459472,-34.552292|||-58.459411,-34.552326|||-58.459351,-34.552383|||-58.459254,-34.552491|||-58.459033,-34.552746|||-58.458622,-34.55322|||-58.458573,-34.553276|||-58.45853,-34.553322|||-58.458306,-34.553209|||-58.458218,-34.553273|||-58.458464,-34.553402|||-58.458242,-34.55366|||-58.457814,-34.55416|||-58.457737,-34.554243|||-58.457541,-34.554137|||-58.457313,-34.55401|||-58.457048,-34.553876|||-58.456953,-34.553822|||-58.456933,-34.553809|||-58.456887,-34.553784|||-58.456836,-34.553845|||-58.457028,-34.553947|||-58.457222,-34.554076|||-58.457429,-34.554189|||-58.457669,-34.55432|||-58.457439,-34.554591|||-58.457107,-34.554974|||-58.456972,-34.555134|||-58.456774,-34.555021|||-58.456597,-34.554922|||-58.456252,-34.554724|||-58.455905,-34.554538|||-58.455603,-34.554365|||-58.455547,-34.554421|||-58.455949,-34.554651|||-58.456158,-34.554783|||-58.456556,-34.555012|||-58.456714,-34.555101|||-58.457,-34.555264|||-58.457469,-34.555532|||-58.457669,-34.555647|||-58.45781,-34.55573|||-58.457347,-34.556265|||-58.45715,-34.556496|||-58.457101,-34.556549|||-58.456691,-34.556303|||-58.456029,-34.555913|||-58.455393,-34.55553|||-58.455519,-34.555373|||-58.455883,-34.554955|||-58.455666,-34.555088|||-58.455438,-34.55535|||-58.455323,-34.555486|||-58.455248,-34.555443|||-58.455157,-34.555387|||-58.455044,-34.555454|||-58.455185,-34.55554|||-58.455244,-34.555572|||-58.455094,-34.555742|||-58.454942,-34.55592|||-58.454627,-34.556285|||-58.45449,-34.556445</coordinates></LinearRing></outerBoundaryIs><innerBoundaryIs><LinearRing><coordinates>-58.455452,-34.557018|||-58.455647,-34.556795|||-58.455962,-34.556426|||-58.456202,-34.556147|||-58.456623,-34.556396|||-58.457029,-34.556636|||-58.456979,-34.556694|||-58.456639,-34.557087|||-58.456275,-34.557507|||-58.455452,-34.557018</coordinates></LinearRing></innerBoundaryIs><innerBoundaryIs><LinearRing><coordinates>-58.454561,-34.556488|||-58.454727,-34.556294|||-58.45502,-34.555959|||-58.455184,-34.55577|||-58.455316,-34.555617|||-58.455831,-34.555925|||-58.456134,-34.556105|||-58.455904,-34.556371|||-58.455551,-34.556783|||-58.455384,-34.556977|||-58.455452,-34.557018|||-58.454596,-34.55651|||-58.454561,-34.556488</coordinates></LinearRing></innerBoundaryIs><innerBoundaryIs><LinearRing><coordinates>-58.45451,-34.556457|||-58.454489,-34.556445|||-58.45449,-34.556445|||-58.45451,-34.556457</coordinates></LinearRing></innerBoundaryIs><innerBoundaryIs><LinearRing><coordinates>-58.45451,-34.556457|||-58.454561,-34.556488|||-58.454561,-34.556489|||-58.45451,-34.556457</coordinates></LinearRing></innerBoundaryIs></Polygon>"
Belgrano,Mayor anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.461346,-34.554803|||-58.461262,-34.554758|||-58.460894,-34.554563|||-58.460498,-34.554355|||-58.46043,-34.554431|||-58.460764,-34.554608|||-58.461197,-34.554834|||-58.461281,-34.554879|||-58.461346,-34.554803</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Belgrano,Mayor anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.463612,-34.552999|||-58.462887,-34.55263|||-58.462768,-34.552572|||-58.462727,-34.552634|||-58.462847,-34.552695|||-58.463564,-34.553061|||-58.463612,-34.552999</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Belgrano,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.4609,-34.5588|||-58.460817,-34.558887|||-58.460884,-34.558928|||-58.460948,-34.558963|||-58.461021,-34.559007|||-58.461395,-34.559231|||-58.461638,-34.559377|||-58.461708,-34.559414|||-58.461783,-34.559327|||-58.461737,-34.559301|||-58.46146,-34.559137|||-58.461096,-34.558918|||-58.4609,-34.5588</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Belgrano,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.462042,-34.559017|||-58.461818,-34.559283|||-58.46178,-34.559332|||-58.461853,-34.559373|||-58.461889,-34.559327|||-58.46215,-34.559019|||-58.462346,-34.558792|||-58.462485,-34.558634|||-58.46233,-34.558546|||-58.461988,-34.558348|||-58.461581,-34.558113|||-58.461508,-34.558189|||-58.461796,-34.558353|||-58.462296,-34.558638|||-58.46234,-34.558665|||-58.462291,-34.558726|||-58.462042,-34.559017</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Belgrano,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.462754,-34.559905|||-58.462676,-34.559996|||-58.463147,-34.560274|||-58.463645,-34.560566|||-58.464017,-34.560788|||-58.464428,-34.561034|||-58.464518,-34.561087|||-58.464594,-34.560998|||-58.464116,-34.560713|||-58.463725,-34.560483|||-58.463198,-34.56017|||-58.462754,-34.559905</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Belgrano,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.46115,-34.563186|||-58.460786,-34.562973|||-58.460331,-34.562707|||-58.46028,-34.562767|||-58.460732,-34.56303|||-58.461096,-34.563245|||-58.46115,-34.563186</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Belgrano,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.460257,-34.562667|||-58.460021,-34.562526|||-58.459693,-34.562332|||-58.459444,-34.562184|||-58.45939,-34.562247|||-58.459622,-34.562382|||-58.45997,-34.562585|||-58.460205,-34.562723|||-58.460257,-34.562667</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Belgrano,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.454733,-34.5527|||-58.45466,-34.552659|||-58.454346,-34.553027|||-58.454031,-34.553396|||-58.45399,-34.553439|||-58.453599,-34.553219|||-58.453069,-34.552916|||-58.452903,-34.552823|||-58.452855,-34.552882|||-58.453024,-34.552979|||-58.453539,-34.553271|||-58.453929,-34.553495|||-58.453894,-34.553535|||-58.453729,-34.55373|||-58.453455,-34.554048|||-58.453299,-34.554232|||-58.453136,-34.554432|||-58.452911,-34.554692|||-58.452569,-34.55509|||-58.452453,-34.555226|||-58.452523,-34.555266|||-58.452751,-34.555004|||-58.452996,-34.554723|||-58.45323,-34.55445|||-58.453266,-34.554406|||-58.453541,-34.554565|||-58.45388,-34.554767|||-58.454196,-34.554953|||-58.45422,-34.554967|||-58.454101,-34.555103|||-58.453889,-34.555345|||-58.453787,-34.555289|||-58.453399,-34.555059|||-58.453152,-34.554913|||-58.452939,-34.554788|||-58.452902,-34.554831|||-58.452997,-34.554888|||-58.453319,-34.555078|||-58.453783,-34.555351|||-58.453846,-34.555396|||-58.453939,-34.55545|||-58.454151,-34.555204|||-58.454309,-34.555022|||-58.454369,-34.555057|||-58.454643,-34.555218|||-58.454819,-34.555323|||-58.454886,-34.555295|||-58.45494,-34.555263|||-58.45485,-34.555208|||-58.45485,-34.555208|||-58.4548,-34.555178|||-58.454794,-34.555175|||-58.454794,-34.555175|||-58.454686,-34.55511|||-58.454449,-34.55497|||-58.454386,-34.554933|||-58.454385,-34.554933|||-58.454386,-34.554933|||-58.454268,-34.554864|||-58.453915,-34.554655|||-58.453678,-34.554516|||-58.453354,-34.554324|||-58.453399,-34.554275|||-58.45385,-34.553752|||-58.453977,-34.553601|||-58.454023,-34.55355|||-58.454349,-34.553735|||-58.454716,-34.553945|||-58.45497,-34.55409|||-58.45478,-34.554312|||-58.454707,-34.554397|||-58.45451,-34.554627|||-58.454294,-34.554879|||-58.454386,-34.554933|||-58.454386,-34.554933|||-58.454631,-34.554648|||-58.454834,-34.55441|||-58.454888,-34.554346|||-58.455059,-34.554146|||-58.45511,-34.554174|||-58.455434,-34.554358|||-58.455479,-34.554383|||-58.455256,-34.55464|||-58.454954,-34.554993|||-58.454794,-34.555175|||-58.4548,-34.555178|||-58.45485,-34.555208|||-58.45485,-34.555208|||-58.45504,-34.554989|||-58.455299,-34.554682|||-58.455532,-34.554415|||-58.455546,-34.554422|||-58.455602,-34.554365|||-58.455453,-34.55428|||-58.45516,-34.554112|||-58.455111,-34.554085|||-58.455251,-34.553923|||-58.455511,-34.553618|||-58.455751,-34.553342|||-58.456044,-34.552998|||-58.456369,-34.552625|||-58.456546,-34.552418|||-58.456674,-34.552483|||-58.457307,-34.552805|||-58.45752,-34.552914|||-58.457469,-34.552982|||-58.457381,-34.553085|||-58.457167,-34.553331|||-58.456813,-34.553744|||-58.456704,-34.553688|||-58.456396,-34.553518|||-58.456092,-34.553354|||-58.455854,-34.553223|||-58.455803,-34.553282|||-58.455994,-34.553388|||-58.456413,-34.553614|||-58.456662,-34.55375|||-58.456763,-34.553804|||-58.456662,-34.553921|||-58.45633,-34.554307|||-58.456157,-34.554498|||-58.455997,-34.554587|||-58.456032,-34.554606|||-58.456102,-34.554561|||-58.456451,-34.554344|||-58.456435,-34.554326|||-58.456439,-34.554308|||-58.456482,-34.554259|||-58.456769,-34.553927|||-58.456834,-34.553847|||-58.45727,-34.553338|||-58.457549,-34.553008|||-58.457655,-34.552877|||-58.457536,-34.552816|||-58.457342,-34.552712|||-58.456754,-34.55241|||-58.456509,-34.552287|||-58.456229,-34.552619|||-58.455923,-34.552975|||-58.455647,-34.553299|||-58.455435,-34.553545|||-58.455152,-34.553874|||-58.455018,-34.55403|||-58.454747,-34.553876|||-58.454384,-34.553668|||-58.454062,-34.553483|||-58.454106,-34.553431|||-58.454437,-34.553047|||-58.454733,-34.5527</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Saavedra,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.483819,-34.551655|||-58.48387,-34.551595|||-58.483566,-34.551438|||-58.483168,-34.551229|||-58.483012,-34.551147|||-58.482984,-34.551132|||-58.482932,-34.551035|||-58.482905,-34.551067|||-58.482686,-34.551355|||-58.482464,-34.551624|||-58.482346,-34.551772|||-58.482138,-34.552055|||-58.481897,-34.552371|||-58.481711,-34.552613|||-58.481766,-34.552642|||-58.481972,-34.552371|||-58.482197,-34.552077|||-58.482409,-34.551804|||-58.48257,-34.551594|||-58.482708,-34.551411|||-58.48285,-34.551225|||-58.482898,-34.551175|||-58.482963,-34.551207|||-58.483171,-34.551316|||-58.48355,-34.551514|||-58.483819,-34.551655</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Saavedra,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.483692,-34.548386|||-58.483613,-34.548346|||-58.483569,-34.548404|||-58.483405,-34.54863|||-58.483367,-34.54868|||-58.483284,-34.548638|||-58.483163,-34.548574|||-58.483009,-34.548493|||-58.482864,-34.548416|||-58.4827,-34.548329|||-58.482593,-34.548273|||-58.482527,-34.548237|||-58.482485,-34.548286|||-58.48254,-34.548314|||-58.482676,-34.548385|||-58.482832,-34.548467|||-58.48298,-34.548544|||-58.48313,-34.548622|||-58.483241,-34.54868|||-58.483334,-34.548728|||-58.483197,-34.548904|||-58.483143,-34.548973|||-58.483072,-34.549062|||-58.483153,-34.549104|||-58.483288,-34.548924|||-58.483435,-34.548726|||-58.483576,-34.548536|||-58.483642,-34.548448|||-58.483692,-34.548386</coordinates></LinearRing></outerBoundaryIs></Polygon>"
La Boca,Mayor anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.364137,-34.630047|||-58.364727,-34.629659|||-58.364881,-34.629553|||-58.365094,-34.629413|||-58.365487,-34.629156|||-58.365684,-34.629003|||-58.366175,-34.628684|||-58.366817,-34.628267|||-58.367349,-34.627919|||-58.367833,-34.627605|||-58.367965,-34.627541|||-58.368264,-34.6274|||-58.368212,-34.627352|||-58.368157,-34.627357|||-58.368106,-34.627367|||-58.368054,-34.627384|||-58.367938,-34.62744|||-58.367925,-34.627437|||-58.36806,-34.627221|||-58.367848,-34.626895|||-58.367716,-34.62711|||-58.367528,-34.62741|||-58.367404,-34.627504|||-58.367348,-34.627545|||-58.367047,-34.62728|||-58.367002,-34.627268|||-58.366875,-34.627235|||-58.367076,-34.627424|||-58.36727,-34.627617|||-58.36721,-34.627662|||-58.366573,-34.628099|||-58.366528,-34.62813|||-58.366327,-34.627922|||-58.36607,-34.62766|||-58.365806,-34.627388|||-58.365764,-34.627344|||-58.365762,-34.627345|||-58.365667,-34.627408|||-58.365955,-34.627708|||-58.366231,-34.627996|||-58.366423,-34.628196|||-58.366364,-34.628235|||-58.365499,-34.628807|||-58.365312,-34.628615|||-58.365035,-34.62833|||-58.364841,-34.62813|||-58.364735,-34.628021|||-58.364693,-34.62805|||-58.364677,-34.628061|||-58.364773,-34.62816|||-58.36502,-34.628405|||-58.365273,-34.628664|||-58.365446,-34.628844|||-58.365403,-34.628873|||-58.364807,-34.629265|||-58.36476,-34.629295|||-58.36454,-34.629069|||-58.364242,-34.628759|||-58.364,-34.62851|||-58.364,-34.62851|||-58.363897,-34.628574|||-58.364134,-34.628822|||-58.364438,-34.629137|||-58.364655,-34.629362|||-58.364584,-34.629411|||-58.364279,-34.62961|||-58.364036,-34.629771|||-58.363894,-34.629629|||-58.363594,-34.629319|||-58.363273,-34.628987|||-58.363424,-34.628886|||-58.363851,-34.628602|||-58.364,-34.62851|||-58.363999,-34.628509|||-58.364,-34.62851|||-58.364031,-34.628491|||-58.364276,-34.62832|||-58.364677,-34.628061|||-58.364677,-34.628061|||-58.364693,-34.62805|||-58.364735,-34.628021|||-58.364735,-34.628021|||-58.364763,-34.628003|||-58.365341,-34.62762|||-58.365628,-34.627433|||-58.365762,-34.627345|||-58.365763,-34.627344|||-58.365764,-34.627344|||-58.365823,-34.627305|||-58.366205,-34.627052|||-58.366182,-34.627023|||-58.366037,-34.627019|||-58.365727,-34.627223|||-58.365571,-34.627315|||-58.365161,-34.627595|||-58.365072,-34.627654|||-58.364688,-34.627908|||-58.364125,-34.628281|||-58.363707,-34.628561|||-58.363263,-34.628863|||-58.363196,-34.628907|||-58.363092,-34.628976|||-58.362941,-34.629079|||-58.362509,-34.629364|||-58.362458,-34.629398|||-58.362125,-34.629051|||-58.362034,-34.629107|||-58.362372,-34.629451|||-58.36231,-34.629494|||-58.362147,-34.629601|||-58.361823,-34.629814|||-58.361463,-34.630047|||-58.361534,-34.630125|||-58.361896,-34.629885|||-58.362203,-34.62968|||-58.362443,-34.629523|||-58.362649,-34.629739|||-58.362919,-34.630017|||-58.363205,-34.630317|||-58.363291,-34.630249|||-58.36303,-34.62998|||-58.362728,-34.629668|||-58.362532,-34.629464|||-58.362623,-34.629405|||-58.362969,-34.629175|||-58.363162,-34.629049|||-58.363459,-34.62936|||-58.363842,-34.629752|||-58.364137,-34.630047</coordinates></LinearRing></outerBoundaryIs></Polygon>"
